NNR HeNR MRCI1
4.2 6.199999999999999 -3031.240010555256
4.2 6.300000000000001 -3031.2394663273344
4.2 6.4 -3031.2389874067626
4.2 6.5 -3031.2385629089836
4.2 6.6 -3031.238181949438
4.2 6.699999999999999 -3031.2378445281265
4.2 6.9 -3031.2372703676688
4.2 7 -3031.237025465104
4.2 7.1 -3031.2368050527957
4.3 2.8499999999999996 -3020.172980656428
4.3 2.95 -3025.033210834989
4.3 3.05 -3027.470813139906
4.3 3.15 -3028.734632826073
4.3 3.25 -3029.417706896673
4.3 3.3499999999999996 -3029.794805144966
4.3 3.45 -3029.9954755855056
4.3 3.55 -3030.0915073234823
4.3 3.65 -3030.128522985597
4.3 3.75 -3030.1333666141027
4.3 3.8499999999999996 -3030.1215976852895
4.3 3.95 -3030.1020626240293
4.3 4.05 -3030.0797166255525
4.3 4.15 -3030.0572889928862
4.3 4.25 -3030.0361756706525
4.3 4.35 -3030.016790272071
4.3 4.449999999999999 -3029.9985668001027
4.3 4.55 -3029.9787813939984
4.3 4.65 -3031.251823022303
4.3 4.75 -3031.2598313361755
4.3 4.85 -3031.2593769058603
4.3 4.949999999999999 -3031.217550268915
4.3 5.05 -3031.2221544371355
4.3 5.15 -3031.225234767174
4.3 5.25 -3031.2272837853
4.3 5.35 -3031.2286334705464
4.3 5.449999999999999 -3031.2295151197804
4.3 5.55 -3031.2300811168193
4.3 5.65 -3031.2304403072476
4.3 5.85 -3031.2308049399558
4.3 5.949999999999999 -3031.2308892952833
4.3 6.05 -3031.2309382757962
4.3 6.15 -3031.2368513121687
4.3 6.25 -3031.2362336134775
4.3 6.35 -3031.2356893855554
4.3 6.449999999999999 -3031.2352077438445
4.3 6.550000000000001 -3031.2347832460655
4.3 6.65 -3031.23440500766
4.3 6.85 -3031.2337628187115
4.3 6.949999999999999 -3031.2334907047507
4.3 7.050000000000001 -3031.233245802186
4.3 7.15 -3031.233025389877
4.4 2.9000000000000004 -3020.1717289322078
4.4 3 -3025.0318965245574
4.4 3.1 -3027.4693954261693
4.4 3.2 -3028.7330872187745
4.4 3.3000000000000003 -3029.4160143478357
4.4 3.4000000000000004 -3029.792952048892
4.4 3.5 -3029.9934537787753
4.4 3.6 -3030.089316806096
4.4 3.7 -3030.1261773632536
4.4 3.8000000000000003 -3030.1308903770578
4.4 3.9000000000000004 -3030.1190153238
4.4 4 -3030.0994122340494
4.4 4.1 -3030.077044466455
4.4 4.2 -3030.0546630931626
4.4 4.300000000000001 -3030.0337103181655
4.4 4.4 -3030.014724927107
4.4 4.5 -3029.997475623119
4.4 4.6 -3029.980520202209
4.4 4.7 -3029.957363304128
4.4 4.800000000000001 -3031.2559564333706
4.4 4.9 -3031.2561469131438
4.4 5 -3031.214069931354
4.4 5.1 -3031.2187230800873
4.4 5.300000000000001 -3031.2239122933233
4.4 5.4 -3031.2252837476867
4.4 5.5 -3031.2261762814787
4.4 5.6 -3031.2267531630764
4.4 5.7 -3031.2271205169236
4.4 5.800000000000001 -3031.2273518137904
4.4 5.9 -3031.2274960341897
4.4 6 -3031.227585831797
4.4 6.1 -3031.2342988832147
4.4 6.2 -3031.2276647448457
4.4 6.3 -3031.2276756294036
4.4 6.4 -3031.2276729082646
4.4 6.5 -3031.2276647448457
4.4 6.6000000000000005 -3031.227648418008
4.4 6.7 -3031.2276293700306
4.4 6.8 -3031.230802218816
4.4 7.1000000000000005 -3031.2299804346535
4.5 2.95 -3020.170591495851
4.5 3.05 -3025.0307046654084
4.5 3.15 -3027.4681137694133
4.5 3.25 -3028.7316967164334
4.5 3.35 -3029.414495951933
4.5 3.45 -3029.7912948748694
4.5 3.55 -3029.9916551054935
4.5 3.65 -3030.087379354694
4.5 3.75 -3030.1241092971495
4.5 3.85 -3030.12871074423
4.5 3.95 -3030.1167486145046
4.5 4.05 -3030.0970856596828
4.5 4.15 -3030.0746906806926
4.5 4.25 -3030.0523256342376
4.5 4.35 -3030.031462656848
4.5 4.45 -3030.0127140049353
4.5 4.55 -3029.996022534567
4.5 4.65 -3029.980590951839
4.5 4.75 -3029.963308994176
4.5 4.85 -3031.252277452618
4.5 4.95 -3031.2533631873225
4.5 5.05 -3031.2511264105633
4.5 5.15 -3031.2157271053766
4.5 5.25 -3031.218878185045
4.5 5.35 -3031.2209761836843
4.5 5.45 -3031.2223639648855
4.5 5.55 -3031.223272825515
4.5 5.65 -3031.223860591671
4.5 5.75 -3031.224236108937
4.5 5.85 -3031.224472848083
4.5 5.95 -3031.224619789622
4.5 6.05 -3031.2247123083685
4.5 6.15 -3031.2247694523003
4.5 6.25 -3031.2247993848364
4.5 6.35 -3031.230138260751
4.5 6.45 -3031.229594032829
4.5 6.55 -3031.2248048271153
4.5 6.65 -3031.2247912214175
4.5 6.75 -3031.22477217344
4.5 6.85 -3031.224753125463
4.5 6.95 -3031.2247340774857
4.5 7.05 -3031.2247150295084
4.5 7.15 -3031.224695981531
4.6 3 -3020.1695601839383
4.6 3.0999999999999996 -3025.029624372983
4.6 3.1999999999999997 -3027.466954563939
4.6 3.3 -3028.7304422710736
4.6 3.4 -3029.413132660988
4.6 3.5 -3029.7898145749214
4.6 3.5999999999999996 -3029.990055075403
4.6 3.6999999999999997 -3030.0856595944606
4.6 3.8 -3030.1222806913315
4.6 3.9 -3030.126786898526
4.6 4 -3030.1147512980306
4.6 4.1 -3030.095033920417
4.6 4.199999999999999 -3030.0726090088906
4.6 4.3 -3030.0502494047155
4.6 4.4 -3030.0294354078387
4.6 4.5 -3030.0108200917666
4.6 4.6 -3029.994452437012
4.6 4.699999999999999 -3029.9798535230047
4.6 4.8 -3029.9654124350945
4.6 4.9 -3031.248508674258
4.6 5 -3031.25093865193
4.6 5.1 -3031.2487971150567
4.6 5.3 -3031.2162849389965
4.6 5.4 -3031.2184074278925
4.6 5.5 -3031.219814257071
4.6 5.6 -3031.220734002259
4.6 5.699999999999999 -3031.221332652973
4.6 5.8 -3031.2217136125187
4.6 5.9 -3031.221955793944
4.6 6 -3031.2221108989015
4.6 6.1 -3031.222206138788
4.6 6.199999999999999 -3031.2222632827197
4.6 6.3999999999999995 -3031.222309542093
4.6 6.7 -3031.226211656294
4.7 3.05 -3020.168624111913
4.7 3.1500000000000004 -3025.028644762723
4.7 3.25 -3027.4659096463292
4.7 3.35 -3028.7293102769954
4.7 3.45 -3029.4119108693035
4.7 3.55 -3029.788492101071
4.7 3.6500000000000004 -3029.9886264771076
4.7 3.75 -3030.0841303139996
4.7 3.85 -3030.120658892124
4.7 3.95 -3030.1250861862695
4.7 4.05 -3030.112985278424
4.7 4.15 -3030.0932216414367
4.7 4.25 -3030.070766797375
4.7 4.35 -3030.0483990297807
4.7 4.45 -3030.0276122442997
4.7 4.550000000000001 -3030.009073120137
4.7 4.65 -3029.992890502876
4.7 4.75 -3029.978756903742
4.7 4.85 -3029.965741692987
4.7 4.95 -3031.244067774415
4.7 5.050000000000001 -3031.2487916727773
4.7 5.15 -3031.246778029466
4.7 5.25 -3031.2438718523626
4.7 5.35 -3031.2140046240033
4.7 5.45 -3031.2161516031556
4.7 5.550000000000001 -3031.217572038032
4.7 5.65 -3031.2185053889184
4.7 5.75 -3031.2191122030513
4.7 5.85 -3031.2195013260152
4.7 5.95 -3031.21974894972
4.7 6.050000000000001 -3031.2199067758174
4.7 7.25 -3031.2225027430054
4.8 3.0999999999999996 -3020.167777837494
4.8 3.2 -3025.0277603923505
4.8 3.3 -3027.4649599686054
4.8 3.4 -3028.728289849642
4.8 3.5 -3029.410808807762
4.8 3.5999999999999996 -3029.7873029630614
4.8 3.7 -3029.98735026263
4.8 3.8 -3030.082767023055
4.8 3.9 -3030.119216688131
4.8 4 -3030.1235759537863
4.8 4.1 -3030.1114179020087
4.8 4.2 -3030.091613447927
4.8 4.3 -3030.069131392469
4.8 4.4 -3030.0467527403166
4.8 4.5 -3030.025974118255
4.8 4.6 -3030.007475811186
4.8 4.699999999999999 -3029.9914020395095
4.8 4.8 -3029.977526948638
4.8 4.9 -3029.965257330137
4.8 5 -3029.952737366791
4.8 5.1 -3031.2468378945373
4.8 5.199999999999999 -3031.2450120098592
4.8 5.3 -3031.2420786213597
4.8 5.4 -3031.211990980692
4.8 5.5 -3031.214159728961
4.8 5.6 -3031.215596490675
4.8 5.699999999999999 -3031.21654072612
4.9 3.1500000000000004 -3020.1670077549843
4.9 3.25 -3025.026957656165
4.9 3.35 -3027.464102809628
4.9 3.45 -3028.7273646621743
4.9 3.5500000000000003 -3029.4098155918036
4.9 3.6500000000000004 -3029.7862362763344
4.9 3.75 -3029.986207383994
4.9 3.85 -3030.08154795251
4.9 3.95 -3030.117929589095
4.9 4.050000000000001 -3030.122228989679
4.9 4.15 -3030.1100246785286
4.9 4.25 -3030.090182128492
4.9 4.35 -3030.067675582778
4.9 4.45 -3030.045283324927
4.9 4.550000000000001 -3030.024504702865
4.9 4.65 -3030.006030886053
4.9 4.75 -3029.990016979448
4.9 4.85 -3029.9762888301157
4.9 4.95 -3029.964413776858
4.9 5.050000000000001 -3031.223558545174
4.9 5.15 -3031.244995683022
4.9 5.25 -3031.243458239142
4.9 5.35 -3031.240500360386
4.9 5.45 -3031.2102086342475
4.9 5.75 -3031.2148046390485
5 3.2 -3021.690211911055
5 3.3 -3025.0262283907496
5 3.4 -3027.4633245636996
5 3.5 -3028.726529272314
5 3.6 -3029.4089176157327
5 3.7 -3029.7852729929127
5 3.8 -3029.9851787932216
5 3.9 -3030.0804540543863
5 4 -3030.1167758259007
5 4.1 -3030.1210262459717
5 4.2 -3030.1087811177267
5 4.3 -3030.088905914015
5 4.4 -3030.066377599184
5 4.5 -3030.0439690144954
5 4.6 -3030.0231849501542
5 4.7 -3030.0047192967613
5 4.8 -3029.9887407649708
5 4.9 -3029.9750969709667
5 5 -3029.9634368877378
5 5.1 -3029.9531346531744
5 5.2 -3031.24312353897
5 5.3 -3031.242081342499
5 5.4 -3031.239104415766
5 5.5 -3031.236138373591
5 5.6 -3031.2334716567734
5 7.1 -3031.2149515805877
