"""HeNR (Jacobi)"" 	NNR 	MRCI1"
"5.6 	2.8 	-3029.0452509125544"
"5.65 	2.9 	-3028.9946431580875"
"5.7 	3 	-3028.9533090474115"
"5.75 	3.1 	-3028.919675761832"
"5.800000000000001 	3.2 	-3028.8923609624267"
"5.85 	3.3 	-3028.866042100119"
"5.9 	3.4 	-3028.8479193103162"
"5.95 	3.5 	-3028.833132637675"
"6 	3.6 	-3028.8210208452715"
"6.050000000000001 	3.7 	-3028.811045147461"
"6.1 	3.8 	-3028.8027864887445"
"6.15 	3.9 	-3028.795899284392"
"6.2 	4 	-3028.7901195838604"
"6.25 	4.1 	-3028.789869239016"
"6.300000000000001 	4.2 	-3028.7857412702274"
"6.35 	4.3 	-3028.782198346455"
"6.4 	4.4 	-3028.774402281473"
"6.45 	4.5 	-3028.7764785109953"
"6.5 	4.6 	-3028.7741546577686"
"6.550000000000001 	4.7 	-3028.7673028282306"
"4.6499999999999995 	0.7 	-2976.7564144906705"
"4.7 	0.8 	-3005.129269168128"
"4.75 	0.9 	-3018.5267728265667"
"4.8 	1 	-3025.7379424557453"
"4.85 	1.1 	-3029.3647235873264"
"4.8999999999999995 	1.2 	-3030.982783949062"
"5 	1.4 	-3031.7394349135775"
"5.05 	1.5 	-3031.6070242601545"
"5.1 	1.6 	-3031.258500698906"
"5.2 	1.8 	-3030.430626626239"
"5.25 	1.9 	-3030.2618996435813"
"5.3 	2 	-3030.0024961256995"
"5.4 	2.2 	-3029.6381491376183"
"5.449999999999999 	2.3 	-3029.498388686109"
"5.5 	2.4 	-3029.375738760468"
"5.55 	2.5 	-3029.2680170067265"
"5.6 	2.6 	-3029.181024894535"
"5.65 	2.7 	-3029.1064656692206"
"5.699999999999999 	2.8 	-3029.044812809077"
"5.75 	2.9 	-3028.9941941700517"
"5.8 	3 	-3028.952854617097"
"5.85 	3.1 	-3028.9192131680984"
"5.9 	3.2 	-3028.8918956475536"
"5.949999999999999 	3.3 	-3028.8659903984662"
"6 	3.4 	-3028.8478703298033"
"6.05 	3.5 	-3028.833091820581"
"6.1 	3.6 	-3028.820982749317"
"6.15 	3.7 	-3028.8110124937857"
"6.25 	3.9 	-3028.795874794135"
"6.3 	4 	-3028.790097814743"
"6.4 	4.2 	-3028.7852596285165"
"6.449999999999999 	4.3 	-3028.781719425884"
"4.75 	0.7 	-2976.7308221726385"
"4.800000000000001 	0.8 	-3005.0171609373356"
"4.8500000000000005 	0.9 	-3018.5265224817226"
"4.9 	1 	-3025.737692110901"
"4.95 	1.1 	-3029.3644705213433"
"5 	1.2 	-3030.982598911569"
"5.1000000000000005 	1.4 	-3031.7345504679774"
"5.15 	1.5 	-3031.6067140502396"
"5.2 	1.6 	-3031.258171441013"
"5.300000000000001 	1.8 	-3030.4303762813947"
"5.3500000000000005 	1.9 	-3030.2617010003896"
"5.4 	2 	-3030.0022865979495"
"5.45 	2.1 	-3029.801771262368"
"5.5 	2.2 	-3029.6379777058232"
"5.550000000000001 	2.3 	-3029.4980675916354"
"5.6000000000000005 	2.4 	-3029.3753986180163"
"5.65 	2.5 	-3029.2678945554444"
"5.7 	2.6 	-3029.1806548195477"
"5.75 	2.7 	-3029.1060819885356"
"5.800000000000001 	2.8 	-3029.0444182438337"
"5.8500000000000005 	2.9 	-3028.993794162529"
"5.9 	3 	-3028.952446446155"
"5.95 	3.1 	-3028.9188022760172"
"6 	3.2 	-3028.8914820343325"
"6.050000000000001 	3.3 	-3028.8693020253713"
"6.1000000000000005 	3.4 	-3028.84782134929"
"6.15 	3.5 	-3028.833045561208"
"6.2 	3.6 	-3028.820941932223"
"6.25 	3.7 	-3028.810974397831"
"6.300000000000001 	3.8 	-3028.802721181394"
"6.3500000000000005 	3.9 	-3028.79584214046"
"6.4 	4 	-3028.790070603347"
"6.45 	4.1 	-3028.788963099526"
"6.5 	4.2 	-3028.7848351307375"
"6.550000000000001 	4.3 	-3028.781292206965"
"6.6000000000000005 	4.4 	-3028.7782309249037"
"6.65 	4.5 	-3028.7716893052816"
"4.85 	0.7 	-2976.7067346448107"
"4.9 	0.8 	-3005.1286215369005"
"4.95 	0.9 	-3018.526296627135"
"5 	1 	-3025.7374662563134"
"5.05 	1.1 	-3029.364239224476"
"5.1 	1.2 	-3030.9823023073513"
"5.25 	1.5 	-3031.6067766364504"
"5.3 	1.6 	-3031.2578966059127"
"5.4 	1.8 	-3030.4301477056674"
"5.55 	2.1 	-3029.8015943882933"
"5.6 	2.2 	-3029.637819879726"
"5.65 	2.3 	-3029.497779150837"
"5.7 	2.4 	-3029.37509657152"
"5.75 	2.5 	-3029.2677802675807"
"5.8 	2.6 	-3029.1782493321325"
"5.85 	2.7 	-3029.103456088812"
"5.9 	2.8 	-3029.044067216824"
"5.95 	2.9 	-3028.9934349721007"
"6 	3 	-3028.952084534587"
"6.05 	3.1 	-3028.9184349221696"
"6.1 	3.2 	-3028.891109238206"
"6.15 	3.3 	-3028.868929229245"
"6.2 	3.4 	-3028.8477723687774"
"6.25 	3.5 	-3028.8329993018347"
"6.3 	3.6 	-3028.820898393989"
"6.35 	3.7 	-3028.8109363018766"
"6.4 	3.8 	-3028.802685806579"
"6.45 	3.9 	-3028.7958122079244"
"6.5 	4 	-3028.793433931905"
"6.55 	4.1 	-3028.78858486112"
"6.6 	4.2 	-3028.784454171192"
"6.65 	4.3 	-3028.7809139685596"
"6.7 	4.4 	-3028.777852686498"
"6.75 	4.5 	-3028.7716702573043"
"4.949999999999999 	0.7 	-2976.6844893284992"
"5 	0.8 	-3005.016535075225"
"5.05 	0.9 	-3018.5260898205242"
"5.1 	1 	-3025.737259449703"
"5.1499999999999995 	1.1 	-3029.364029696726"
"5.199999999999999 	1.2 	-3030.9820873373224"
"5.3 	1.4 	-3031.7256496203136"
"5.35 	1.5 	-3031.6065861566776"
"5.3999999999999995 	1.6 	-3031.2576598667665"
"5.449999999999999 	1.7 	-3030.74243385073"
"5.5 	1.8 	-3030.4299735527325"
"5.6499999999999995 	2.1 	-3029.801433841056"
"5.699999999999999 	2.2 	-3029.637672938187"
"5.75 	2.3 	-3029.4975179214343"
"5.8 	2.4 	-3029.3748217364196"
"5.85 	2.5 	-3029.269334038298"
"5.8999999999999995 	2.6 	-3029.178154092246"
"5.949999999999999 	2.7 	-3029.1033690123445"
"6 	2.8 	-3029.043751564629"
"6.05 	2.9 	-3028.9931165987664"
"6.1 	3 	-3028.9517579978337"
"6.1499999999999995 	3.1 	-3028.918105664277"
"6.199999999999999 	3.2 	-3028.8907799803133"
"6.25 	3.3 	-3028.868594529073"
"6.3 	3.4 	-3028.847723388264"
"6.35 	3.5 	-3028.8329557636007"
"6.449999999999999 	3.7 	-3028.810898205922"
"6.5 	3.8 	-3028.802650431764"
"6.6 	4 	-3028.793096510594"
"6.6499999999999995 	4.1 	-3028.7882474398084"
"6.699999999999999 	4.2 	-3028.7841167498805"
"6.75 	4.3 	-3028.780573826108"
"6.85 	4.5 	-3028.7716484881876"
"5.05 	0.7 	-2976.66411071396"
"5.1000000000000005 	0.8 	-3005.128093635816"
"5.15 	0.9 	-3018.5259102253103"
"5.2 	1 	-3025.73707169107"
"5.25 	1.1 	-3029.3638392169537"
"5.3 	1.2 	-3030.981902299829"
"5.4 	1.4 	-3031.7327109776015"
"5.45 	1.5 	-3031.606422888301"
"5.5 	1.6 	-3031.25798368238"
"5.6000000000000005 	1.8 	-3030.4297912363786"
"5.65 	1.9 	-3030.2611867050036"
"5.7 	2 	-3030.0017559757257"
"5.75 	2.1 	-3029.801284178378"
"5.800000000000001 	2.2 	-3029.637539602346"
"5.9 	2.4 	-3029.3745768338545"
"5.95 	2.5 	-3029.2690782511745"
"6 	2.6 	-3029.1780642946387"
"6.050000000000001 	2.7 	-3029.1051568010685"
"6.1 	2.8 	-3029.0434712872493"
"6.15 	2.9 	-3028.990675736536"
"6.2 	3 	-3028.9514668358956"
"6.25 	3.1 	-3028.9178117811994"
"6.300000000000001 	3.2 	-3028.8904833760957"
"6.35 	3.3 	-3028.868295203716"
"6.4 	3.4 	-3028.8502567692412"
"6.5 	3.6 	-3028.8208194809404"
"6.550000000000001 	3.7 	-3028.810862831107"
"6.6 	3.8 	-3028.802617778089"
"6.65 	3.9 	-3028.7957469005737"
"6.7 	4 	-3028.792794464097"
"6.85 	4.3 	-3028.7802717796117"
"6.95 	4.5 	-3028.7716267190704"
"5.1499999999999995 	0.7 	-2976.645528051563"
"5.2 	0.8 	-3005.1278677812284"
"5.25 	0.9 	-3018.5257360723754"
"5.3 	1 	-3025.7369002592745"
"5.35 	1.1 	-3029.3636677851578"
"5.3999999999999995 	1.2 	-3030.981730868033"
"5.45 	1.3 	-3031.607258278161"
"5.5 	1.4 	-3031.726397933706"
"5.55 	1.5 	-3031.606256898785"
"5.6 	1.6 	-3031.257553742322"
"5.6499999999999995 	1.7 	-3030.7381154021687"
"5.7 	1.8 	-3030.4295953143264"
"5.75 	1.9 	-3030.2610424846043"
"5.8 	2 	-3030.001600870768"
"5.85 	2.1 	-3029.8011508425366"
"5.9 	2.2 	-3029.637419872203"
"5.949999999999999 	2.3 	-3029.4970770968175"
"6 	2.4 	-3029.3743591426855"
"6.05 	2.5 	-3029.2688469543077"
"6.1 	2.6 	-3029.17952282547"
"6.15 	2.7 	-3029.1049118985034"
"6.199999999999999 	2.8 	-3029.0432182212653"
"6.25 	2.9 	-3028.9906158714643"
"6.35 	3.1 	-3028.917547830657"
"6.4 	3.2 	-3028.890216704414"
"6.449999999999999 	3.3 	-3028.8680285320343"
"6.5 	3.4 	-3028.84998737642"
"6.55 	3.5 	-3028.8352741745484"
"6.6 	3.6 	-3028.8207841061253"
"6.65 	3.7 	-3028.810830177432"
"6.75 	3.9 	-3028.795716968038"
"6.8 	4 	-3028.7925223501356"
"6.85 	4.1 	-3028.787670558211"
"7 	4.4 	-3028.7769356624494"
"7.05 	4.5 	-3028.7716049499536"
"7.1 	4.6 	-3028.771950534684"
"5.25 	0.7 	-2976.6286324957246"
"5.300000000000001 	0.8 	-3005.1276636957577"
"5.3500000000000005 	0.9 	-3018.525583688557"
"5.4 	1 	-3025.7367478754563"
"5.45 	1.1 	-3029.36351540134"
"5.5 	1.2 	-3030.981575763076"
"5.6000000000000005 	1.4 	-3031.725524447891"
"5.65 	1.5 	-3031.605946688869"
"5.800000000000001 	1.8 	-3030.4294429305087"
"5.9 	2 	-3030.001467534927"
"5.95 	2.1 	-3029.801031112394"
"6 	2.2 	-3029.638026686336"
"6.050000000000001 	2.3 	-3029.4968893381842"
"6.1000000000000005 	2.4 	-3029.374163220634"
"6.15 	2.5 	-3029.268642868837"
"6.2 	2.6 	-3029.1793105765805"
"6.25 	2.7 	-3029.104691486195"
"6.300000000000001 	2.8 	-3029.041324308097"
"6.3500000000000005 	2.9 	-3028.974229168733"
"6.4 	3 	-3028.950974309626"
"6.45 	3.1 	-3028.917311091511"
"6.5 	3.2 	-3028.889979965268"
"6.550000000000001 	3.3 	-3028.8677890717486"
"6.6000000000000005 	3.4 	-3028.849747916134"
"6.65 	3.5 	-3028.8350319931233"
"6.7 	3.6 	-3028.82298278693"
"6.800000000000001 	3.8 	-3028.8025579130176"
"6.8500000000000005 	3.9 	-3028.795689756642"
"6.9 	4 	-3028.792277447571"
"7 	4.2 	-3028.783294965718"
"7.1000000000000005 	4.4 	-3028.776690759885"
"7.25 	4.7 	-3028.769664777412"
"5.35 	0.7 	-2976.6133043163018"
"5.4 	0.8 	-3005.015601724339"
"5.45 	0.9 	-3018.5254476315768"
"5.5 	1 	-3025.736611818476"
"5.55 	1.1 	-3029.3633766232197"
"5.6 	1.2 	-3030.9814505906534"
"5.7 	1.4 	-3031.7254047177485"
"5.75 	1.5 	-3031.6058269587265"
"5.8 	1.6 	-3031.25749659839"
"5.85 	1.7 	-3030.7412664818376"
"5.9 	1.8 	-3030.4293095946678"
"6 	2 	-3030.0016770626767"
"6.1 	2.2 	-3029.6372103444533"
"6.15 	2.3 	-3029.496723348668"
"6.2 	2.4 	-3029.3730148997183"
"6.25 	2.5 	-3029.2684605524832"
"6.3 	2.6 	-3029.1791200968078"
"6.35 	2.7 	-3029.1044955641432"
"6.45 	2.9 	-3028.992136988507"
"6.5 	3 	-3028.9490531850615"
"6.55 	3.1 	-3028.9171015637608"
"6.6 	3.2 	-3028.8879118991645"
"6.65 	3.3 	-3028.867574101719"
"6.7 	3.4 	-3028.8495302249653"
"6.8 	3.6 	-3028.8227650957615"
"6.85 	3.7 	-3028.8107730335"
"6.9 	3.8 	-3028.802533422761"
"6.95 	3.9 	-3028.7956679875247"
"7 	4 	-3028.7920570352626"
"7.05 	4.1 	-3028.7872052433377"
"7.1 	4.2 	-3028.7830745534097"
"7.2 	4.4 	-3028.7764703475764"
"7.3 	4.6 	-3028.771482498671"
